StartSampleID,Hour,Min,Sec,Lat,Lng,Alt,Sats,Speed_kph
83151,12,52,23,51.675526,-3.956739,78.2,7,85.64
83200,12,52,24,51.675512,-3.957082,77.6,7,85.93
83249,12,52,25,51.675500,-3.957428,77.1,7,86.16
83298,12,52,26,51.675486,-3.957773,76.6,7,86.01
83347,12,52,27,51.675474,-3.958117,75.7,8,86.16
83396,12,52,28,51.675462,-3.958461,75.2,8,86.04
83445,12,52,29,51.675449,-3.958806,74.6,9,86.08
83494,12,52,30,51.675439,-3.959155,74.8,9,86.38
83543,12,52,31,51.675429,-3.959502,74.8,9,86.32
83592,12,52,32,51.675416,-3.959849,74.5,9,86.69
83641,12,52,33,51.675403,-3.960198,74.5,9,86.91
83690,12,52,34,51.675389,-3.960548,74.3,9,87.25
83739,12,52,35,51.675370,-3.960897,73.9,9,87.21
83740,12,52,36,51.675344,-3.961239,73.9,9,85.64
83789,12,52,37,51.675323,-3.961580,73.1,8,85.47
83838,12,52,38,51.675301,-3.961925,72.0,8,87.04
83887,12,52,39,51.675277,-3.962276,71.4,7,87.88
83936,12,52,40,51.675252,-3.962627,71.0,7,87.84
83985,12,52,41,51.675224,-3.962973,70.2,7,87.10
84034,12,52,42,51.675192,-3.963323,69.5,7,88.08
84083,12,52,43,51.675157,-3.963677,69.1,7,89.19
84132,12,52,44,51.675122,-3.964029,68.7,7,88.64
84181,12,52,45,51.675086,-3.964383,68.9,8,88.82
84230,12,52,46,51.675050,-3.964739,69.0,8,89.21
84279,12,52,47,51.675014,-3.965089,68.6,9,87.88
84328,12,52,48,51.674974,-3.965446,68.3,9,89.38
84377,12,52,49,51.674935,-3.965800,68.2,9,89.01
84426,12,52,50,51.674893,-3.966156,67.7,9,89.90
84475,12,52,51,51.674854,-3.966515,67.8,9,89.93
84524,12,52,52,51.674819,-3.966874,68.5,9,89.47
84573,12,52,53,51.674780,-3.967231,68.2,9,89.75
84622,12,52,54,51.674740,-3.967588,67.8,9,89.66
84671,12,52,55,51.674699,-3.967939,66.9,9,88.67
84720,12,52,56,51.674661,-3.968288,66.4,9,87.67
84769,12,52,57,51.674627,-3.968636,66.1,9,87.36
84818,12,52,58,51.674600,-3.968985,65.9,9,88.10
84867,12,52,59,51.674573,-3.969331,65.9,9,86.01
84916,12,53,0,51.674542,-3.969671,65.5,9,85.27
84965,12,53,1,51.674512,-3.970010,64.7,9,85.54
85014,12,53,2,51.674486,-3.970346,63.6,9,85.51
85063,12,53,3,51.674462,-3.970688,62.5,9,85.77
85112,12,53,4,51.674449,-3.971031,62.9,8,84.99
85161,12,53,5,51.674435,-3.971371,62.6,9,84.71
85162,12,53,6,51.674415,-3.971705,61.1,9,83.64
85211,12,53,7,51.674398,-3.972045,60.6,8,84.84
85260,12,53,8,51.674397,-3.972382,60.3,9,84.10
85309,12,53,9,51.674395,-3.972719,59.8,8,84.15
85358,12,53,10,51.674398,-3.973055,59.7,8,84.34
85407,12,53,11,51.674407,-3.973394,59.9,8,84.75
85456,12,53,12,51.674418,-3.973734,60.4,8,84.56
85505,12,53,13,51.674431,-3.974075,60.5,8,85.10
85554,12,53,14,51.674448,-3.974417,61.1,7,85.03
85603,12,53,15,51.674469,-3.974759,62.0,7,85.49
85652,12,53,16,51.674494,-3.975101,62.6,7,85.49
85701,12,53,17,51.674515,-3.975436,61.8,8,85.03
85750,12,53,18,51.674544,-3.975773,62.1,7,85.03
85799,12,53,19,51.674578,-3.976109,62.3,7,85.19
85848,12,53,20,51.674617,-3.976447,62.8,7,85.53
85897,12,53,21,51.674659,-3.976784,63.5,7,85.65
85946,12,53,22,51.674704,-3.977120,63.9,7,85.75
85995,12,53,23,51.674749,-3.977455,63.9,7,85.97
86044,12,53,24,51.674794,-3.977791,64.0,7,86.45
86093,12,53,25,51.674841,-3.978127,64.1,7,86.47
86142,12,53,26,51.674892,-3.978466,64.6,7,86.84
86191,12,53,27,51.674939,-3.978805,64.6,7,87.36
86240,12,53,28,51.674988,-3.979147,64.9,7,87.95
86289,12,53,29,51.675038,-3.979490,65.6,7,87.90
86338,12,53,30,51.675086,-3.979832,66.1,7,87.54
86387,12,53,31,51.675135,-3.980172,66.6,7,87.04
86436,12,53,32,51.675180,-3.980510,66.2,7,86.73
86485,12,53,33,51.675228,-3.980847,66.4,7,85.95
86534,12,53,34,51.675274,-3.981183,66.8,7,86.06
86583,12,53,35,51.675321,-3.981520,67.2,7,85.65
86584,12,53,36,51.675362,-3.981857,67.0,7,85.95
86633,12,53,37,51.675409,-3.982190,67.5,7,84.93
86682,12,53,38,51.675452,-3.982515,67.3,7,83.43
86731,12,53,39,51.675496,-3.982843,67.2,7,83.95
86780,12,53,40,51.675541,-3.983172,67.4,8,83.32
86829,12,53,41,51.675585,-3.983499,67.6,7,83.32
86878,12,53,42,51.675626,-3.983826,67.4,8,83.06
86927,12,53,43,51.675668,-3.984154,67.5,7,83.03
86976,12,53,44,51.675710,-3.984484,67.9,6,83.12
87025,12,53,45,51.675751,-3.984814,68.2,8,83.51
87074,12,53,46,51.675793,-3.985146,68.8,8,84.04
87123,12,53,47,51.675833,-3.985483,69.4,8,85.03
87172,12,53,48,51.675868,-3.985820,69.1,7,85.71
87221,12,53,49,51.675905,-3.986161,69.4,8,86.45
87270,12,53,50,51.675938,-3.986502,69.2,8,86.49
87319,12,53,51,51.675970,-3.986845,68.8,8,86.78
87368,12,53,52,51.676000,-3.987189,68.4,8,87.14
87417,12,53,53,51.676032,-3.987534,68.2,7,87.17
87466,12,53,54,51.676061,-3.987880,67.6,8,87.53
87515,12,53,55,51.676092,-3.988228,67.5,8,87.67
87564,12,53,56,51.676121,-3.988579,67.4,7,88.17
87613,12,53,57,51.676148,-3.988932,67.3,8,88.67
87662,12,53,58,51.676172,-3.989285,66.9,8,89.23
87711,12,53,59,51.676196,-3.989640,66.5,8,89.60
87760,12,54,0,51.676219,-3.989997,66.3,8,89.66
87809,12,54,1,51.676243,-3.990356,66.3,8,89.93
87858,12,54,2,51.676264,-3.990714,66.0,8,90.04
87907,12,54,3,51.676284,-3.991073,65.8,8,90.27
87956,12,54,4,51.676305,-3.991436,66.0,8,90.64
88005,12,54,5,51.676324,-3.991797,66.1,8,90.64
88006,12,54,6,51.676344,-3.992157,66.6,8,90.03
88055,12,54,7,51.676368,-3.992522,66.9,8,91.73
88104,12,54,8,51.676385,-3.992887,67.1,8,91.62
88153,12,54,9,51.676403,-3.993254,67.5,8,91.97
88202,12,54,10,51.676422,-3.993621,68.1,8,92.08
88251,12,54,11,51.676445,-3.993989,69.0,8,92.34
88300,12,54,12,51.676466,-3.994359,69.9,8,92.41
88349,12,54,13,51.676487,-3.994729,70.7,8,92.56
88398,12,54,14,51.676507,-3.995097,71.1,7,92.17
88447,12,54,15,51.676528,-3.995464,72.1,7,91.58
88496,12,54,16,51.676549,-3.995833,72.9,7,92.17
88545,12,54,17,51.676570,-3.996201,74.1,7,91.67
88594,12,54,18,51.676590,-3.996564,74.7,7,90.66
88643,12,54,19,51.676611,-3.996925,75.3,7,90.30
88692,12,54,20,51.676637,-3.997282,76.1,7,89.45
88741,12,54,21,51.676658,-3.997642,76.5,8,89.80
88790,12,54,22,51.676676,-3.997989,75.8,8,87.78
88839,12,54,23,51.676701,-3.998336,76.2,8,86.91
88888,12,54,24,51.676725,-3.998677,75.7,7,85.97
88937,12,54,25,51.676751,-3.999016,75.6,7,85.23
88986,12,54,26,51.676780,-3.999353,75.6,7,84.75
89035,12,54,27,51.676809,-3.999683,75.2,7,83.23
89084,12,54,28,51.676838,-4.000009,74.8,7,81.69
89133,12,54,29,51.676868,-4.000329,74.5,7,80.75
89182,12,54,30,51.676900,-4.000646,74.0,7,79.97
89231,12,54,31,51.676933,-4.000960,73.6,7,79.40
89280,12,54,32,51.676967,-4.001271,73.2,7,78.90
89329,12,54,33,51.677004,-4.001582,72.8,7,78.97
89378,12,54,34,51.677043,-4.001894,72.3,7,79.43
89427,12,54,35,51.677083,-4.002206,71.8,7,79.45
89428,12,54,36,51.677122,-4.002517,71.6,7,79.04
89477,12,54,37,51.677160,-4.002831,71.7,6,79.56
89526,12,54,38,51.677211,-4.003152,71.9,6,81.77
89575,12,54,39,51.677255,-4.003469,71.5,6,82.01
89624,12,54,40,51.677305,-4.003786,71.3,6,81.47
89673,12,54,41,51.677355,-4.004102,70.7,6,81.62
89722,12,54,42,51.677408,-4.004419,69.9,7,82.19
89771,12,54,43,51.677462,-4.004738,69.0,7,83.04
89820,12,54,44,51.677523,-4.005062,68.6,7,84.67
89869,12,54,45,51.677579,-4.005395,68.1,7,87.28
89918,12,54,46,51.677646,-4.005723,67.8,6,85.30
89967,12,54,47,51.677714,-4.006047,67.6,6,85.60
90016,12,54,48,51.677785,-4.006375,67.5,6,86.28
90065,12,54,49,51.677854,-4.006704,67.1,6,86.90
90114,12,54,50,51.677926,-4.007035,66.9,6,87.32
90163,12,54,51,51.678002,-4.007365,66.9,6,87.62
90212,12,54,52,51.678078,-4.007695,66.8,7,87.53
90261,12,54,53,51.678159,-4.008025,67.1,7,87.71
90310,12,54,54,51.678241,-4.008353,66.9,7,87.73
90359,12,54,55,51.678309,-4.008680,63.8,8,87.75
90408,12,54,56,51.678390,-4.009005,62.8,8,87.99
90457,12,54,57,51.678471,-4.009331,61.0,8,87.97
90506,12,54,58,51.678555,-4.009655,59.8,8,88.12
90555,12,54,59,51.678643,-4.009981,59.3,8,88.67
90604,12,55,0,51.678731,-4.010305,57.9,8,88.86
90653,12,55,1,51.678823,-4.010627,56.7,8,89.03
90702,12,55,2,51.678913,-4.010949,55.0,8,89.27
90751,12,55,3,51.679008,-4.011271,53.4,8,89.47
90800,12,55,4,51.679105,-4.011591,51.7,8,89.47
90849,12,55,5,51.679207,-4.011910,50.6,8,89.67
90850,12,55,6,51.679313,-4.012230,50.0,9,90.32
90899,12,55,7,51.679416,-4.012561,49.3,9,92.32
90948,12,55,8,51.679524,-4.012882,48.2,9,91.49
90997,12,55,9,51.679639,-4.013195,47.1,9,90.73
91046,12,55,10,51.679754,-4.013505,45.9,9,90.25
91095,12,55,11,51.679865,-4.013809,43.7,9,89.12
91144,12,55,12,51.679987,-4.014116,43.1,9,90.34
91193,12,55,13,51.680112,-4.014424,42.6,8,91.04
91242,12,55,14,51.680241,-4.014727,41.8,7,91.34
91291,12,55,15,51.680372,-4.015029,41.3,8,91.69
91340,12,55,16,51.680507,-4.015330,40.9,8,92.41
91389,12,55,17,51.680642,-4.015623,39.6,8,93.01
91438,12,55,18,51.680782,-4.015922,38.6,8,94.12
91487,12,55,19,51.680926,-4.016217,37.5,9,94.41
91536,12,55,20,51.681071,-4.016506,35.7,9,94.60
91585,12,55,21,51.681223,-4.016799,34.8,9,95.67
91634,12,55,22,51.681380,-4.017091,34.3,9,96.16
91683,12,55,23,51.681540,-4.017381,33.7,9,96.82
91732,12,55,24,51.681704,-4.017666,33.1,9,97.45
91781,12,55,25,51.681871,-4.017950,32.2,9,97.82
91830,12,55,26,51.682043,-4.018232,31.5,9,98.38
91879,12,55,27,51.682220,-4.018509,31.1,9,98.79
91928,12,55,28,51.682398,-4.018782,30.8,9,98.84
91977,12,55,29,51.682578,-4.019050,30.2,9,98.56
92026,12,55,30,51.682761,-4.019315,30.0,9,98.66
92075,12,55,31,51.682948,-4.019574,29.8,9,98.73
92124,12,55,32,51.683133,-4.019828,29.3,9,98.17
92173,12,55,33,51.683321,-4.020076,28.8,9,97.75
92222,12,55,34,51.683514,-4.020320,28.6,9,98.12
92271,12,55,35,51.683706,-4.020561,28.3,9,97.88
92272,12,55,36,51.683900,-4.020796,28.1,9,97.82
92321,12,55,37,51.684098,-4.021032,28.3,9,98.99
92370,12,55,38,51.684298,-4.021261,27.9,7,98.93
92419,12,55,39,51.684495,-4.021477,27.7,7,96.36
92468,12,55,40,51.684693,-4.021687,27.4,7,96.10
92517,12,55,41,51.684894,-4.021892,27.2,7,96.08
92566,12,55,42,51.685097,-4.022096,27.4,7,95.97
92615,12,55,43,51.685300,-4.022294,27.5,8,95.49
92664,12,55,44,51.685506,-4.022484,27.5,8,95.95
92713,12,55,45,51.685712,-4.022669,27.2,9,95.17
92762,12,55,46,51.685927,-4.022853,27.8,9,97.69
92811,12,55,47,51.686141,-4.023029,28.1,9,96.75
92860,12,55,48,51.686355,-4.023200,28.4,9,95.73
92909,12,55,49,51.686567,-4.023364,28.2,9,94.62
92958,12,55,50,51.686780,-4.023522,28.3,9,94.84
93007,12,55,51,51.686997,-4.023676,28.7,9,95.34
93056,12,55,52,51.687214,-4.023828,29.1,9,94.95
93105,12,55,53,51.687430,-4.023972,28.9,9,94.36
93154,12,55,54,51.687649,-4.024112,28.7,9,94.77
93203,12,55,55,51.687869,-4.024246,28.8,9,94.43
93252,12,55,56,51.688086,-4.024373,28.4,9,94.04
93301,12,55,57,51.688307,-4.024496,28.1,9,93.99
93350,12,55,58,51.688529,-4.024615,28.1,9,93.99
93399,12,55,59,51.688754,-4.024727,28.4,7,93.88
93448,12,56,0,51.688978,-4.024833,28.6,9,93.21
93497,12,56,1,51.689202,-4.024936,28.4,8,93.58
93546,12,56,2,51.689425,-4.025032,28.5,7,93.19
93595,12,56,3,51.689648,-4.025122,28.3,7,92.88
93644,12,56,4,51.689873,-4.025208,28.5,8,93.21
93693,12,56,5,51.690097,-4.025288,28.5,7,93.34
93694,12,56,6,51.690320,-4.025362,28.2,7,93.38
93743,12,56,7,51.690526,-4.025439,26.7,8,88.51
93792,12,56,8,51.690753,-4.025514,26.9,9,92.16
93841,12,56,9,51.690979,-4.025577,27.2,8,92.25
93890,12,56,10,51.691204,-4.025639,27.0,8,92.64
93939,12,56,11,51.691431,-4.025701,27.5,8,91.91
93988,12,56,12,51.691657,-4.025763,27.6,8,92.03
94037,12,56,13,51.691884,-4.025829,27.7,8,92.01
94086,12,56,14,51.692112,-4.025891,27.9,9,91.43
94135,12,56,15,51.692337,-4.025953,28.0,8,91.40
94184,12,56,16,51.692562,-4.026018,28.2,8,91.58
94233,12,56,17,51.692788,-4.026084,28.4,8,91.86
94282,12,56,18,51.693014,-4.026152,28.5,8,91.91
94331,12,56,19,51.693239,-4.026223,28.6,8,92.08
94380,12,56,20,51.693464,-4.026298,28.8,8,92.14
94429,12,56,21,51.693686,-4.026379,28.7,8,91.84
94478,12,56,22,51.693907,-4.026464,28.8,8,90.95
94527,12,56,23,51.694129,-4.026549,29.5,8,91.54
94576,12,56,24,51.694349,-4.026640,30.0,8,91.27
94625,12,56,25,51.694570,-4.026738,30.4,8,92.03
94674,12,56,26,51.694797,-4.026851,30.6,7,94.54
94723,12,56,27,51.695018,-4.026958,31.0,7,93.08
94772,12,56,28,51.695236,-4.027078,31.3,8,93.58
94821,12,56,29,51.695453,-4.027203,32.0,8,93.53
94870,12,56,30,51.695664,-4.027330,32.3,8,91.75
94919,12,56,31,51.695875,-4.027457,32.5,8,91.27
94968,12,56,32,51.696086,-4.027590,32.3,8,91.43
95017,12,56,33,51.696297,-4.027727,32.7,8,91.41
95066,12,56,34,51.696508,-4.027870,32.9,9,92.04
95115,12,56,35,51.696720,-4.028020,33.1,9,92.36
95116,12,56,36,51.696928,-4.028176,32.8,9,92.34
95165,12,56,37,51.697136,-4.028327,33.5,8,89.97
95214,12,56,38,51.697343,-4.028479,33.7,7,90.43
95263,12,56,39,51.697548,-4.028651,34.0,8,91.93
95312,12,56,40,51.697750,-4.028821,33.8,9,91.19
95361,12,56,41,51.697953,-4.028998,33.8,9,91.43
95410,12,56,42,51.698153,-4.029179,33.3,9,91.93
95459,12,56,43,51.698357,-4.029366,33.5,9,93.29
95508,12,56,44,51.698557,-4.029555,34.0,9,92.97
95557,12,56,45,51.698754,-4.029752,34.3,9,92.77
95606,12,56,46,51.698947,-4.029953,34.4,9,92.16
95655,12,56,47,51.699137,-4.030157,34.4,9,91.71
95704,12,56,48,51.699323,-4.030365,34.3,9,91.53
95753,12,56,49,51.699507,-4.030579,33.7,9,91.45
95802,12,56,50,51.699689,-4.030796,33.7,8,91.23
95851,12,56,51,51.699870,-4.031016,33.2,9,91.06
95900,12,56,52,51.700048,-4.031240,32.6,9,90.71
95949,12,56,53,51.700224,-4.031469,32.4,9,90.82
95998,12,56,54,51.700398,-4.031702,32.3,9,90.99
96047,12,56,55,51.700568,-4.031941,32.1,9,90.41
96096,12,56,56,51.700734,-4.032182,31.7,9,89.66
96145,12,56,57,51.700898,-4.032426,31.4,9,89.28
96194,12,56,58,51.701059,-4.032672,31.0,9,89.04
96243,12,56,59,51.701218,-4.032922,30.6,9,88.56
96292,12,57,0,51.701373,-4.033175,30.2,9,88.43
96341,12,57,1,51.701526,-4.033430,29.7,9,88.38
96390,12,57,2,51.701676,-4.033694,29.4,9,88.80
96439,12,57,3,51.701824,-4.033957,29.1,9,88.17
96488,12,57,4,51.701969,-4.034223,28.6,9,88.43
96537,12,57,5,51.702112,-4.034492,28.0,9,88.14
96538,12,57,6,51.702250,-4.034764,27.2,9,87.99
96587,12,57,7,51.702384,-4.035045,26.6,9,89.10
96636,12,57,8,51.702521,-4.035326,26.6,9,89.03
96685,12,57,9,51.702652,-4.035610,25.5,9,88.51
96734,12,57,10,51.702779,-4.035896,24.6,9,88.27
96783,12,57,11,51.702905,-4.036185,23.9,9,88.06
96832,12,57,12,51.703028,-4.036479,22.8,8,88.10
96881,12,57,13,51.703147,-4.036773,22.0,9,87.66
96930,12,57,14,51.703263,-4.037070,20.9,9,87.32
96979,12,57,15,51.703376,-4.037367,20.1,9,87.23
97028,12,57,16,51.703487,-4.037668,19.3,9,87.19
97077,12,57,17,51.703596,-4.037971,18.6,9,87.54
97126,12,57,18,51.703701,-4.038278,17.6,9,87.45
97175,12,57,19,51.703801,-4.038594,16.7,9,88.25
97224,12,57,20,51.703901,-4.038909,16.1,9,88.16
97273,12,57,21,51.703999,-4.039221,14.9,9,87.71
97322,12,57,22,51.704091,-4.039536,13.8,9,87.97
97371,12,57,23,51.704181,-4.039854,13.0,8,87.66
97420,12,57,24,51.704267,-4.040182,12.6,7,88.95
97469,12,57,25,51.704354,-4.040505,11.7,7,88.45
97518,12,57,26,51.704437,-4.040833,11.3,7,88.56
97567,12,57,27,51.704516,-4.041162,10.6,7,88.41
97616,12,57,28,51.704594,-4.041493,10.5,7,88.38
97665,12,57,29,51.704670,-4.041828,10.7,7,88.64
97714,12,57,30,51.704749,-4.042169,12.4,7,88.93
97763,12,57,31,51.704819,-4.042510,13.3,7,89.25
97812,12,57,32,51.704872,-4.042852,11.2,8,89.45
97861,12,57,33,51.704929,-4.043199,10.8,9,90.01
97910,12,57,34,51.704987,-4.043554,11.8,9,90.91
97959,12,57,35,51.705039,-4.043904,11.3,9,90.17
97960,12,57,36,51.705088,-4.044255,10.9,9,90.03
98009,12,57,37,51.705138,-4.044612,10.8,6,90.03
98058,12,57,38,51.705184,-4.044967,11.1,5,90.25
98107,12,57,39,51.705219,-4.045317,10.5,7,89.21
98156,12,57,40,51.705252,-4.045670,9.5,8,89.40
98205,12,57,41,51.705284,-4.046023,8.6,8,88.71
98254,12,57,42,51.705315,-4.046373,8.1,8,88.36
98303,12,57,43,51.705346,-4.046723,7.9,9,88.23
98352,12,57,44,51.705373,-4.047074,7.8,9,87.95
98401,12,57,45,51.705399,-4.047423,7.4,8,87.73
98450,12,57,46,51.705428,-4.047770,7.7,8,87.23
98499,12,57,47,51.705458,-4.048118,7.9,8,87.03
98548,12,57,48,51.705487,-4.048464,7.8,8,87.25
98597,12,57,49,51.705518,-4.048809,7.7,9,87.25
98646,12,57,50,51.705552,-4.049154,7.7,9,87.25
98695,12,57,51,51.705592,-4.049503,8.2,9,88.21
98744,12,57,52,51.705634,-4.049847,8.4,9,88.17
98793,12,57,53,51.705680,-4.050192,8.7,9,88.60
98842,12,57,54,51.705731,-4.050536,9.0,9,88.62
98891,12,57,55,51.705787,-4.050879,9.0,9,88.45
98940,12,57,56,51.705847,-4.051220,9.0,9,88.56
98989,12,57,57,51.705909,-4.051560,8.8,9,88.34
99038,12,57,58,51.705977,-4.051898,8.8,9,88.32
99087,12,57,59,51.706050,-4.052235,8.8,9,88.78
99136,12,58,0,51.706126,-4.052569,8.8,9,88.66
99185,12,58,1,51.706206,-4.052900,9.0,9,88.64
99234,12,58,2,51.706290,-4.053228,9.2,9,88.71
99283,12,58,3,51.706378,-4.053555,9.3,9,88.67
99332,12,58,4,51.706469,-4.053880,9.6,9,88.64
99381,12,58,5,51.706565,-4.054202,10.2,9,89.03
99382,12,58,6,51.706665,-4.054521,10.4,9,89.03
99431,12,58,8,51.706897,-4.055149,10.5,9,91.03
99480,12,58,9,51.707011,-4.055458,10.6,8,89.43
99529,12,58,10,51.707129,-4.055766,11.0,8,89.58
99578,12,58,11,51.707250,-4.056069,12.0,9,89.91
99627,12,58,12,51.707374,-4.056372,12.8,9,90.14
99676,12,58,13,51.707502,-4.056672,13.5,9,90.79
99725,12,58,14,51.707634,-4.056968,14.3,9,90.66
99774,12,58,15,51.707769,-4.057257,15.2,9,90.71
99823,12,58,16,51.707907,-4.057542,15.5,9,90.91
99872,12,58,17,51.708047,-4.057825,15.7,9,91.10
99921,12,58,18,51.708187,-4.058106,15.8,9,90.43
99970,12,58,19,51.708333,-4.058386,15.5,9,90.71
100019,12,58,20,51.708481,-4.058660,15.9,9,90.43
100068,12,58,21,51.708633,-4.058929,16.5,9,90.28
100117,12,58,22,51.708787,-4.059196,17.0,9,90.12
100166,12,58,23,51.708943,-4.059458,17.9,9,89.82
100215,12,58,24,51.709100,-4.059714,18.6,9,89.62
100264,12,58,25,51.709260,-4.059965,19.5,9,89.49
100313,12,58,26,51.709421,-4.060212,20.4,9,89.36
100362,12,58,27,51.709583,-4.060456,21.4,9,88.69
100411,12,58,28,51.709745,-4.060698,21.9,9,88.47
100460,12,58,29,51.709908,-4.060937,22.6,9,88.30
100509,12,58,30,51.710075,-4.061170,23.4,8,88.03
100558,12,58,31,51.710244,-4.061397,24.5,8,87.90
100607,12,58,32,51.710412,-4.061619,25.6,8,87.28
100656,12,58,33,51.710579,-4.061836,26.3,8,86.77
100705,12,58,34,51.710749,-4.062051,26.7,8,87.19
100754,12,58,35,51.710919,-4.062263,27.2,8,86.93
100803,12,58,36,51.711092,-4.062473,27.2,9,86.93
100804,12,58,36,51.711092,-4.062473,27.6,7,86.93
100853,12,58,38,51.711438,-4.062889,27.6,7,85.28
100902,12,58,39,51.711622,-4.063092,29.4,6,87.21
100951,12,58,40,51.711801,-4.063286,30.3,6,86.62
101000,12,58,41,51.711982,-4.063476,30.8,6,86.67
101049,12,58,42,51.712165,-4.063661,31.4,6,86.91
101098,12,58,43,51.712351,-4.063841,32.4,7,86.80
101147,12,58,44,51.712532,-4.064016,33.9,7,85.03
101196,12,58,45,51.712718,-4.064192,34.2,7,87.01
101245,12,58,46,51.712907,-4.064368,34.7,7,87.64
101294,12,58,47,51.713098,-4.064529,35.5,7,85.91
101343,12,58,48,51.713293,-4.064688,37.2,7,87.14
101392,12,58,49,51.713477,-4.064841,38.4,7,84.21
101441,12,58,50,51.713666,-4.064994,39.2,7,85.82
101490,12,58,51,51.713868,-4.065146,39.5,7,87.58
101539,12,58,52,51.714058,-4.065293,41.4,7,86.82
101588,12,58,53,51.714249,-4.065426,41.9,7,84.73
101637,12,58,54,51.714452,-4.065560,41.9,7,86.49
101686,12,58,55,51.714664,-4.065692,44.0,7,88.19
101735,12,58,56,51.714865,-4.065817,47.7,7,87.45
101784,12,58,57,51.715065,-4.065933,47.8,6,87.49
101833,12,58,58,51.715267,-4.066047,47.6,6,88.38
101882,12,58,59,51.715485,-4.066162,49.2,6,90.34
101931,12,59,0,51.715707,-4.066271,51.4,6,91.03
101980,12,59,1,51.715915,-4.066379,51.4,6,90.77
102029,12,59,2,51.716107,-4.066477,50.5,7,90.32
102078,12,59,3,51.716299,-4.066570,43.2,9,89.56
102127,12,59,4,51.716505,-4.066655,42.1,9,89.34
102176,12,59,5,51.716717,-4.066734,41.7,9,89.28
102225,12,59,6,51.716929,-4.066808,41.7,9,88.84
102226,12,59,6,51.716929,-4.066808,41.7,9,88.84
102275,12,59,8,51.717351,-4.066972,41.6,9,89.16
102324,12,59,9,51.717565,-4.067031,41.4,9,88.40
102373,12,59,10,51.717781,-4.067084,41.6,9,86.84
102422,12,59,11,51.717998,-4.067136,43.1,9,86.93
102471,12,59,12,51.718213,-4.067182,43.1,8,87.27
102520,12,59,13,51.718429,-4.067220,42.9,8,87.45
102569,12,59,14,51.718649,-4.067251,42.9,8,88.30
102618,12,59,15,51.718868,-4.067279,42.9,8,88.43
102667,12,59,16,51.719080,-4.067300,43.3,8,85.19
102716,12,59,17,51.719305,-4.067324,43.9,8,89.66
102765,12,59,18,51.719526,-4.067340,43.8,8,89.38
102814,12,59,19,51.719743,-4.067353,42.3,8,88.69
102863,12,59,20,51.719959,-4.067359,40.9,8,88.10
102912,12,59,21,51.720180,-4.067359,40.6,8,88.58
102961,12,59,22,51.720397,-4.067353,39.7,8,87.73
103010,12,59,23,51.720613,-4.067339,39.4,8,87.12
103059,12,59,24,51.720827,-4.067318,38.7,7,87.16
103108,12,59,25,51.721045,-4.067295,38.8,7,87.82
103157,12,59,26,51.721260,-4.067268,38.3,8,86.80
103206,12,59,27,51.721474,-4.067237,38.0,8,86.28
103255,12,59,28,51.721688,-4.067202,37.8,8,86.19
103304,12,59,29,51.721900,-4.067163,37.8,8,86.06
103353,12,59,30,51.722112,-4.067127,37.7,8,85.67
103402,12,59,31,51.722325,-4.067095,37.4,8,86.38
103451,12,59,32,51.722537,-4.067057,37.0,8,85.56
103500,12,59,33,51.722743,-4.067022,36.1,8,83.62
103549,12,59,34,51.722953,-4.066992,36.0,8,84.49
103598,12,59,35,51.723162,-4.066956,36.0,8,84.06
103647,12,59,36,51.723371,-4.066912,36.3,8,84.04
103648,12,59,36,51.723371,-4.066912,36.3,8,84.04
103697,12,59,38,51.723783,-4.066859,36.5,6,83.27
103746,12,59,39,51.723995,-4.066859,36.2,6,84.88
103795,12,59,40,51.724203,-4.066858,36.7,7,83.54
103844,12,59,41,51.724415,-4.066880,35.1,7,84.82
103893,12,59,42,51.724628,-4.066894,34.1,6,85.28
103942,12,59,43,51.724840,-4.066914,33.7,7,85.06
103991,12,59,44,51.725053,-4.066939,33.0,8,85.04
104040,12,59,45,51.725265,-4.066969,32.1,8,85.30
104089,12,59,46,51.725477,-4.067010,31.6,8,85.73
104138,12,59,47,51.725691,-4.067058,31.1,8,85.75
104187,12,59,48,51.725902,-4.067108,31.1,8,85.34
104236,12,59,49,51.726114,-4.067167,30.8,8,85.51
104285,12,59,50,51.726324,-4.067229,30.7,8,85.71
104334,12,59,51,51.726534,-4.067300,30.6,8,85.62
104383,12,59,52,51.726743,-4.067375,30.6,8,85.75
104432,12,59,53,51.726947,-4.067453,30.6,8,85.27
104481,12,59,54,51.727150,-4.067537,30.6,8,83.95
104530,12,59,55,51.727353,-4.067630,30.8,8,84.38
104579,12,59,56,51.727554,-4.067729,30.8,8,84.27
104628,12,59,57,51.727756,-4.067834,31.3,8,84.78
104677,12,59,58,51.727956,-4.067947,31.6,8,84.99
104726,12,59,59,51.728160,-4.068070,31.5,8,86.69
104775,13,0,0,51.728362,-4.068192,31.4,8,86.66
104824,13,0,1,51.728568,-4.068320,31.9,9,87.97
104873,13,0,2,51.728770,-4.068449,31.7,9,87.25
104922,13,0,3,51.728974,-4.068581,31.9,9,88.12
104971,13,0,4,51.729179,-4.068711,32.6,9,88.04
105020,13,0,5,51.729385,-4.068840,33.2,9,88.28
105069,13,0,6,51.729590,-4.068966,33.4,9,87.69
105070,13,0,7,51.729799,-4.069096,33.4,9,89.88
105119,13,0,8,51.730006,-4.069218,33.8,7,88.73
